14
15
0.1039020573922072	0.04261483956753365	0.11230487431513682	0.06241755420681611	0.14617292717334693	0.0697910744540451	0.	0.	0.10231098099103747	0.10082002641785259	0.0665734469026188	0.07754377680190241	0.0446720201740178	0.07087642160349644
1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.0519510286961036	0.12824339383010355	0.049343716646252055	0.1254276164956647	0.05463961826738202	0.11301203086484943	0.03543821080174822	0.0519510286961036	0.016682426728467578	0.16378118408673736	0.0035633846137702006	0.1690770857078673	0.0014510637632134706	0.03543821080174822
